"","id","gender","age","province","smoked_cigarettes","age_first_time_cigarettes","freq_cigarettes_30_days","freq_little_cigars_30_days","freq_cigars_30_days","freq_tabacco_pipe_30_days","freq_chewing_tabacco_30_days","freq_tabacco_waterpipe_30_days","when_quit_smoking","num_try_stop_smoking","quit_smoking_by_vaping","vaped","age_first_time_vape","freq_vaped_30_days","main_reason_vaping","num_try_stop_vaping","harm_vaping","smoked_cannabis","age_first_time_cannabis","freq_cannabis_30_days","freq_cannabis_tobacco_mix_30_days","first_product","freq_alcohol_30_days","smoking_status"
"7704",57703,"Female","25-34","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","20-24","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"7705",57704,"Female","65 and older","Newfoundland and Labrador","Yes","20-24","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Current smoker"
"7706",57705,"Female","15-19","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7707",57706,"Male","25-34","Manitoba","Yes","20-24","Less than daily, but at least once in the past month","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","20-24","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Less than daily, but at least once a week","Less than daily, but at least once a week","Cigarette","Daily","Current smoker"
"7708",57707,"Male","55-64","New Brunswick","Yes","25-29","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","50-54","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cannabis","Not at all","Former smoker"
"7709",57708,"Female","20-24","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 2 years ago","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Less than once a week, but at least once in the past month","Not at all","Cigarette","At least once a week","Former smoker"
"7710",57709,"Female","25-34","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7711",57710,"Male","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7712",57711,"Female","25-34","Prince Edward Island","Yes","0-9","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Never smoked"
"7713",57712,"Male","15-19","Saskatchewan","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7714",57713,"Male","20-24","Saskatchewan","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7715",57714,"Male","15-19","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7716",57715,"Male","55-64","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7717",57716,"Female","20-24","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Less than once a week, but at least once in the past month","Not at all","Cannabis","At least once a week","Never smoked"
"7718",57717,"Male","45-54","Prince Edward Island","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Cigarette","Not at all","Former smoker"
"7719",57718,"Male","35-44","Alberta","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"7720",57719,"Female","20-24","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Never smoked"
"7721",57720,"Female","15-19","Alberta","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","An e-cigarette or vaping device","Less than once a week, but at least once in the past month","Never smoked"
"7722",57721,"Male","15-19","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7723",57722,"Female","35-44","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7724",57723,"Female","35-44","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7725",57724,"Male","45-54","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"7726",57725,"Female","20-24","British Columbia","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Don't know","Yes","10-14","Less than once a week, but at least once in the past month","Less than once a week, but at least once in the past month","Cigarette","At least once a week","Never smoked"
"7727",57726,"Male","35-44","British Columbia","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7728",57727,"Male","20-24","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7729",57728,"Female","25-34","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Less than daily, but at least once a week","Not at all","Valid skip","At least once a week","Never smoked"
"7730",57729,"Male","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7731",57730,"Male","20-24","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7732",57731,"Male","65 and older","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7733",57732,"Female","65 and older","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"7734",57733,"Female","55-64","Prince Edward Island","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7735",57734,"Female","65 and older","Quebec","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7736",57735,"Male","65 and older","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","30-34","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7737",57736,"Male","45-54","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Not stated","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"7738",57737,"Male","55-64","Ontario","Yes","15-19","Less than daily, but at least once in the past month","Not at all","Not at all","Not at all","Not at all","At least once a week","Valid skip","4 or more","No","Yes","50-54","Not at all","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Current smoker"
"7739",57738,"Male","55-64","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"7740",57739,"Male","55-64","Alberta","Yes","25-29","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","50 and over","Less than daily, but at least once a week","Not at all","Cigarette","Not at all","Never smoked"
"7741",57740,"Female","35-44","British Columbia","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7742",57741,"Male","35-44","Ontario","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"7743",57742,"Female","45-54","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7744",57743,"Male","20-24","Saskatchewan","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Less than one year ago","0","Valid skip","Yes","15-19","Daily","To quit smoking cigarettes","0","Somewhat less harmful than cigarettes","Yes","10-14","Daily","Not at all","Cannabis","Less than once a week, but at least once in the past month","Former smoker"
"7745",57744,"Female","35-44","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","40-44","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","10-14","Daily","Not at all","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"7746",57745,"Male","65 and older","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7747",57746,"Female","35-44","Nova Scotia","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7748",57747,"Female","25-34","Alberta","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 2 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"7749",57748,"Male","65 and older","Ontario","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7750",57749,"Male","45-54","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7751",57750,"Female","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7752",57751,"Female","25-34","Saskatchewan","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"7753",57752,"Male","55-64","Ontario","Yes","40 and over","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","4 or more","No","Yes","60-64","Not at all","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Current smoker"
"7754",57753,"Female","65 and older","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7755",57754,"Female","65 and older","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7756",57755,"Male","25-34","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7757",57756,"Female","65 and older","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7758",57757,"Male","15-19","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Less than once a week, but at least once in the past month","Curiosity","1","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","An e-cigarette or vaping device","Less than once a week, but at least once in the past month","Never smoked"
"7759",57758,"Female","35-44","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","35-39","Not at all","Valid skip","Cigarette","At least once a week","Never smoked"
"7760",57759,"Female","45-54","Prince Edward Island","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"7761",57760,"Female","15-19","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7762",57761,"Female","55-64","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Not at all","Former smoker"
"7763",57762,"Female","65 and older","Quebec","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"7764",57763,"Male","45-54","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 2 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7765",57764,"Male","20-24","British Columbia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","An e-cigarette or vaping device","Less than once a week, but at least once in the past month","Never smoked"
"7766",57765,"Female","25-34","New Brunswick","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 2 years ago","Valid skip","Valid skip","Yes","20-24","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"7767",57766,"Female","65 and older","Prince Edward Island","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7768",57767,"Female","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7769",57768,"Male","35-44","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7770",57769,"Male","65 and older","Alberta","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Daily","Not at all","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"7771",57770,"Female","20-24","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7772",57771,"Male","55-64","Newfoundland and Labrador","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7773",57772,"Female","65 and older","Nova Scotia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"7774",57773,"Female","35-44","Ontario","Yes","25-29","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","20-24","Daily","Not at all","Cigarette","At least once a week","Former smoker"
"7775",57774,"Female","45-54","Newfoundland and Labrador","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7776",57775,"Male","65 and older","British Columbia","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","65 and over","Not at all","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Not stated","Daily","Former smoker"
"7777",57776,"Male","35-44","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7778",57777,"Male","45-54","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"7779",57778,"Female","65 and older","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"7780",57779,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7781",57780,"Female","65 and older","New Brunswick","Yes","15-19","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","65 and over","Not at all","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Current smoker"
"7782",57781,"Female","35-44","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"7783",57782,"Female","35-44","Quebec","Yes","10-14","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","35-39","Not at all","Valid skip","Valid skip","Don't know","Yes","10-14","Not at all","Valid skip","Cigarette","At least once a week","Current smoker"
"7784",57783,"Male","15-19","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7785",57784,"Female","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Less than once a week, but at least once in the past month","Curiosity","0","About the same as cigarettes","Yes","10-14","Not at all","Valid skip","Cannabis","Less than once a week, but at least once in the past month","Never smoked"
"7786",57785,"Female","65 and older","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"7787",57786,"Male","15-19","Ontario","Yes","10-14","Not at all","Not stated","Not stated","Not stated","Not stated","Less than once a week, but at least once in the past month","3 to 5 years ago","Valid skip","Valid skip","Yes","10-14","Daily","Enjoy it","2 or 3","Don't know","Yes","10-14","Less than daily, but at least once a week","Less than once a week, but at least once in the past month","Cigarette","At least once a week","Former smoker"
"7788",57787,"Female","45-54","New Brunswick","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7789",57788,"Female","15-19","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"7790",57789,"Male","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
